,bank_accounts_open,credit_cards_held,homes_owned,household_size,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,income_level,credit_rating,reward_Air Miles,reward_Cash Back,reward_Points,mailer_type_Letter,mailer_type_Postcard,overdraft_protection_No,overdraft_protection_Yes,own_your_home_No,own_your_home_Yes
10738,1,3,1,4,1233.75,1801.0,1115.0,983.0,1036.0,0,0,0,0,1,1,0,1,0,1,0
10739,1,1,1,2,1150.5,507.0,1136.0,1647.0,1312.0,1,0,1,0,0,1,0,1,0,0,1
10740,1,1,1,2,785.25,724.0,677.0,864.0,876.0,2,1,0,1,0,0,1,1,0,0,1
10741,1,2,1,5,828.25,940.0,688.0,857.0,828.0,1,2,0,0,1,1,0,1,0,0,1
10742,1,1,1,6,1053.0,1880.0,1103.0,900.0,329.0,1,1,0,1,0,0,1,1,0,1,0
10743,1,1,1,4,1020.0,1526.0,968.0,834.0,752.0,0,0,1,0,0,1,0,1,0,1,0
10744,1,2,1,3,1093.5,198.0,1525.0,1947.0,704.0,2,0,0,0,1,0,1,0,1,0,1
10745,1,2,1,4,965.75,1221.0,1325.0,1195.0,122.0,2,0,1,0,0,0,1,1,0,0,1
10746,1,2,1,4,1112.75,924.0,939.0,1325.0,1263.0,1,0,1,0,0,0,1,0,1,1,0
10747,1,3,1,4,1003.75,1796.0,1134.0,974.0,111.0,2,2,0,0,1,0,1,0,1,0,1
10748,2,2,1,2,1836.25,1980.0,1833.0,1751.0,1781.0,1,1,0,1,0,1,0,1,0,0,1
10749,1,2,1,2,210.0,33.0,222.0,441.0,144.0,1,0,1,0,0,1,0,1,0,0,1
10750,1,1,1,2,1001.25,764.0,962.0,1487.0,792.0,1,0,1,0,0,0,1,1,0,1,0
10751,2,1,1,5,1155.25,1007.0,1365.0,1027.0,1222.0,1,1,0,1,0,1,0,1,0,1,0
10752,1,1,1,3,305.5,268.0,451.0,195.0,308.0,0,1,0,0,1,0,1,1,0,0,1
10753,2,4,1,2,1344.0,79.0,1571.0,1882.0,1844.0,2,1,0,0,1,1,0,1,0,0,1
10754,1,2,1,3,1396.0,921.0,1524.0,1953.0,1186.0,1,1,0,0,1,1,0,1,0,0,1
10755,1,3,2,5,1206.0,370.0,1161.0,1735.0,1558.0,1,1,0,1,0,0,1,1,0,1,0
10756,1,2,2,5,1228.75,716.0,1784.0,1480.0,935.0,1,2,0,1,0,0,1,0,1,1,0
10757,1,1,1,3,878.5,1611.0,1111.0,523.0,269.0,0,1,0,0,1,1,0,1,0,1,0
10758,1,2,1,4,1058.25,788.0,921.0,2012.0,512.0,1,2,1,0,0,0,1,1,0,1,0
10759,2,1,2,5,941.75,6.0,1218.0,2023.0,520.0,1,1,0,1,0,1,0,0,1,1,0
10760,1,3,1,2,933.0,1920.0,1135.0,604.0,73.0,2,2,0,0,1,0,1,1,0,0,1
10761,1,3,1,2,954.25,1899.0,813.0,659.0,446.0,0,2,0,0,1,1,0,1,0,1,0
10762,2,2,1,4,1082.0,48.0,1792.0,1201.0,1287.0,0,0,1,0,0,0,1,1,0,1,0
10763,1,3,1,3,1305.5,645.0,1675.0,2159.0,743.0,0,0,1,0,0,0,1,1,0,0,1
10764,3,2,1,2,1000.0,1527.0,1008.0,1336.0,129.0,1,2,0,1,0,1,0,1,0,0,1
10765,1,1,1,5,835.75,703.0,843.0,806.0,991.0,1,2,1,0,0,1,0,1,0,0,1
10766,1,3,1,4,700.5,728.0,538.0,656.0,880.0,1,2,0,1,0,0,1,1,0,0,1
10767,1,3,1,2,1088.75,890.0,850.0,1270.0,1345.0,2,0,1,0,0,0,1,1,0,1,0
10768,1,2,2,3,1511.0,1107.0,1633.0,1630.0,1674.0,0,2,1,0,0,0,1,1,0,0,1
10769,1,3,1,3,895.5,1612.0,1157.0,611.0,202.0,1,0,1,0,0,0,1,1,0,0,1
10770,1,1,1,4,1173.25,2126.0,833.0,997.0,737.0,0,1,1,0,0,1,0,0,1,0,1
10771,1,2,1,4,251.5,168.0,447.0,248.0,143.0,1,2,1,0,0,1,0,1,0,0,1
10772,1,1,1,4,925.25,225.0,846.0,2024.0,606.0,1,0,0,1,0,0,1,0,1,0,1
10773,1,1,1,4,311.75,388.0,64.0,307.0,488.0,0,0,0,1,0,1,0,1,0,1,0
10774,1,2,1,3,172.0,116.0,313.0,141.0,118.0,1,1,0,0,1,0,1,0,1,0,1
10775,1,3,1,2,1068.5,754.0,1539.0,1357.0,624.0,2,0,0,1,0,1,0,1,0,1,0
10776,1,1,1,2,800.5,129.0,618.0,1902.0,553.0,1,0,1,0,0,0,1,1,0,0,1
10777,1,1,1,1,1201.25,905.0,840.0,1950.0,1110.0,0,0,0,0,1,1,0,1,0,0,1
10778,1,2,2,3,1157.0,923.0,677.0,910.0,2118.0,1,1,0,1,0,1,0,1,0,0,1
10779,1,2,1,1,1176.5,1287.0,1406.0,1359.0,654.0,0,2,1,0,0,0,1,1,0,0,1
10780,1,2,1,4,1136.75,669.0,1093.0,1549.0,1236.0,1,2,0,0,1,1,0,0,1,0,1
10781,1,2,1,6,175.75,194.0,14.0,483.0,12.0,1,2,0,0,1,1,0,0,1,1,0
10782,1,1,1,4,748.75,595.0,622.0,857.0,921.0,1,0,1,0,0,0,1,1,0,0,1
10783,1,1,1,3,1016.25,1634.0,1203.0,896.0,332.0,1,1,0,0,1,1,0,1,0,0,1
10784,1,3,2,3,978.5,173.0,1376.0,1455.0,910.0,0,1,1,0,0,0,1,1,0,0,1
10785,1,1,1,5,246.0,196.0,251.0,297.0,240.0,2,2,1,0,0,0,1,1,0,1,0
10786,1,2,2,4,816.25,866.0,863.0,721.0,815.0,1,1,0,0,1,1,0,1,0,0,1
10787,1,2,1,2,1122.75,69.0,1300.0,1959.0,1163.0,2,0,0,0,1,1,0,1,0,1,0
10788,1,2,1,2,1282.25,559.0,1784.0,1912.0,874.0,2,0,1,0,0,1,0,0,1,1,0
10789,1,1,1,5,963.25,798.0,883.0,1399.0,773.0,1,2,0,0,1,0,1,1,0,1,0
10790,1,2,1,3,980.25,1755.0,1396.0,765.0,5.0,0,2,0,1,0,1,0,1,0,1,0
10791,1,3,1,3,778.25,783.0,551.0,959.0,820.0,1,1,1,0,0,0,1,1,0,0,1
10792,1,2,1,2,1072.5,546.0,1228.0,1617.0,899.0,1,2,1,0,0,1,0,0,1,1,0
10793,1,3,1,3,370.0,343.0,466.0,184.0,487.0,2,0,1,0,0,0,1,1,0,1,0
10794,1,2,2,6,1126.25,741.0,1442.0,1564.0,758.0,1,0,0,0,1,0,1,1,0,0,1
10795,1,1,2,2,701.25,632.0,876.0,621.0,676.0,1,2,0,0,1,1,0,1,0,0,1
10796,1,1,1,5,1004.75,88.0,1011.0,2020.0,900.0,1,1,0,1,0,0,1,1,0,0,1
10797,1,1,1,3,989.25,1649.0,1256.0,935.0,117.0,2,1,0,1,0,0,1,1,0,0,1
10798,2,2,1,2,1199.5,1649.0,1517.0,1186.0,446.0,0,2,0,1,0,0,1,1,0,0,1
10799,1,1,1,5,1141.0,367.0,908.0,2132.0,1157.0,1,0,0,1,0,1,0,1,0,1,0
10800,2,2,1,4,1159.0,371.0,1377.0,1427.0,1461.0,1,1,0,0,1,0,1,0,1,1,0
10801,1,2,1,5,790.25,654.0,824.0,737.0,946.0,2,2,1,0,0,0,1,1,0,0,1
10802,1,2,1,4,1092.75,176.0,1208.0,1801.0,1186.0,1,0,0,1,0,0,1,1,0,0,1
10803,1,2,1,3,1346.75,2171.0,1680.0,512.0,1024.0,1,1,0,0,1,1,0,1,0,0,1
10804,2,3,1,2,1036.75,958.0,926.0,1454.0,809.0,0,0,1,0,0,1,0,1,0,0,1
10805,3,1,1,5,615.75,652.0,501.0,567.0,743.0,0,1,1,0,0,1,0,1,0,1,0
10806,1,1,1,3,1191.25,2000.0,1554.0,554.0,657.0,0,2,0,0,1,1,0,1,0,0,1
10807,1,1,2,4,1132.5,1710.0,1242.0,542.0,1036.0,1,1,0,1,0,1,0,1,0,1,0
10808,2,1,1,6,782.75,968.0,780.0,802.0,581.0,1,1,1,0,0,0,1,1,0,0,1
10809,1,3,1,5,1065.25,801.0,1648.0,1302.0,510.0,2,0,0,1,0,0,1,1,0,1,0
10810,2,2,2,3,1340.25,773.0,1641.0,1581.0,1366.0,1,2,0,1,0,0,1,1,0,0,1
10811,1,2,1,1,1212.25,403.0,1278.0,2221.0,947.0,1,2,0,1,0,0,1,1,0,0,1
10812,1,1,1,4,1118.25,942.0,630.0,1519.0,1382.0,1,1,1,0,0,0,1,1,0,0,1
10813,2,1,1,2,1371.25,741.0,1623.0,1234.0,1887.0,1,1,0,1,0,1,0,1,0,0,1
10814,1,1,2,5,973.75,1400.0,1088.0,1255.0,152.0,0,2,1,0,0,0,1,0,1,0,1
10815,2,1,1,4,760.75,445.0,632.0,1225.0,741.0,2,2,0,0,1,1,0,1,0,1,0
10816,1,3,1,5,260.0,182.0,327.0,87.0,444.0,0,0,0,1,0,1,0,1,0,0,1
10817,1,1,1,3,1027.5,1308.0,1789.0,621.0,392.0,1,1,0,1,0,0,1,1,0,0,1
10818,1,2,1,2,1093.0,734.0,1132.0,1985.0,521.0,0,2,1,0,0,0,1,1,0,0,1
10819,1,1,1,1,748.75,689.0,856.0,601.0,849.0,1,2,0,0,1,1,0,0,1,0,1
10820,1,4,1,5,272.5,427.0,182.0,257.0,224.0,1,1,1,0,0,0,1,1,0,1,0
10821,2,1,1,4,826.0,693.0,863.0,904.0,844.0,0,2,1,0,0,1,0,1,0,1,0
10822,1,3,1,2,926.25,1531.0,1333.0,664.0,177.0,1,0,0,0,1,1,0,0,1,1,0
10823,1,2,1,3,938.0,516.0,720.0,1181.0,1335.0,1,2,1,0,0,0,1,1,0,0,1
10824,1,1,1,4,806.25,858.0,855.0,966.0,546.0,1,0,0,1,0,0,1,1,0,0,1
10825,1,2,1,4,774.25,1365.0,852.0,733.0,147.0,1,2,1,0,0,0,1,1,0,0,1
10826,2,2,1,6,787.25,929.0,839.0,795.0,586.0,1,1,0,1,0,0,1,1,0,0,1
10827,1,3,1,4,1276.5,1337.0,429.0,1915.0,1425.0,1,1,0,0,1,1,0,1,0,0,1
10828,1,2,1,6,889.75,959.0,681.0,972.0,947.0,2,1,1,0,0,1,0,0,1,0,1
10829,1,1,1,4,174.25,0.0,465.0,23.0,209.0,2,0,0,1,0,0,1,1,0,0,1
10830,1,2,1,2,890.5,999.0,961.0,806.0,796.0,2,0,0,1,0,0,1,1,0,0,1
10831,1,3,1,4,1696.5,1737.0,1792.0,1680.0,1577.0,1,2,0,1,0,0,1,0,1,0,1
10832,1,1,2,3,283.25,242.0,207.0,271.0,413.0,1,1,0,1,0,0,1,1,0,0,1
10833,1,1,1,2,1182.5,1640.0,1578.0,900.0,612.0,1,2,0,0,1,0,1,0,1,0,1
10834,1,2,1,3,771.75,760.0,576.0,896.0,855.0,0,1,1,0,0,1,0,1,0,0,1
10835,1,2,1,3,967.75,1883.0,1128.0,855.0,5.0,1,2,0,0,1,1,0,0,1,0,1
10836,2,1,3,4,1441.5,1272.0,1480.0,1814.0,1200.0,0,0,1,0,0,1,0,1,0,1,0
10837,1,1,1,2,292.75,238.0,443.0,261.0,229.0,1,2,0,0,1,0,1,1,0,0,1
10838,1,2,1,4,1276.0,1397.0,985.0,2163.0,559.0,0,2,0,0,1,0,1,1,0,1,0
10839,1,1,1,4,955.25,59.0,629.0,1226.0,1907.0,1,1,1,0,0,0,1,1,0,0,1
10840,2,3,1,4,1348.75,983.0,1315.0,1298.0,1799.0,1,0,0,0,1,0,1,1,0,1,0
10841,1,2,1,2,788.75,37.0,1124.0,1302.0,692.0,1,1,1,0,0,1,0,1,0,1,0
10842,1,1,1,2,877.0,1633.0,1248.0,510.0,117.0,0,1,1,0,0,0,1,1,0,0,1
10843,1,1,1,2,1121.75,26.0,1232.0,1767.0,1462.0,0,1,1,0,0,1,0,1,0,1,0
10844,1,3,3,2,1437.0,455.0,1620.0,1955.0,1718.0,1,0,0,1,0,1,0,1,0,0,1
10845,1,2,1,4,1282.5,102.0,1327.0,1655.0,2046.0,2,0,1,0,0,1,0,1,0,0,1
10846,2,2,2,3,950.75,1804.0,1108.0,809.0,82.0,0,2,0,1,0,0,1,1,0,0,1
10847,1,1,1,4,1100.0,1207.0,737.0,1238.0,1218.0,0,2,1,0,0,1,0,1,0,1,0
10848,1,2,1,2,130.0,2.0,158.0,100.0,260.0,1,0,1,0,0,1,0,1,0,0,1
10849,1,2,2,4,919.0,157.0,736.0,1452.0,1331.0,1,1,0,1,0,0,1,1,0,0,1
10850,2,2,2,2,1281.75,739.0,1564.0,1594.0,1230.0,1,0,0,0,1,0,1,1,0,0,1
10851,2,2,1,5,1028.75,147.0,459.0,1707.0,1802.0,0,1,0,1,0,0,1,1,0,1,0
10852,2,1,1,6,1006.75,684.0,903.0,1311.0,1129.0,1,0,0,0,1,1,0,1,0,0,1
10853,1,3,1,2,274.0,370.0,391.0,10.0,325.0,0,1,0,0,1,0,1,1,0,1,0
10854,1,1,1,3,919.75,1850.0,1120.0,700.0,9.0,1,2,1,0,0,1,0,1,0,1,0
10855,2,1,1,2,1740.5,1722.0,1740.0,1875.0,1625.0,0,1,0,0,1,1,0,0,1,0,1
10856,1,2,1,3,903.75,1569.0,1159.0,868.0,19.0,1,0,0,1,0,1,0,1,0,0,1
10857,1,3,1,5,944.0,1625.0,1389.0,603.0,159.0,2,2,1,0,0,1,0,0,1,0,1
10858,1,1,1,4,896.25,1615.0,1197.0,597.0,176.0,0,2,0,0,1,0,1,1,0,0,1
10859,2,2,1,2,1253.0,1442.0,1500.0,1666.0,404.0,1,1,0,1,0,0,1,0,1,0,1
10861,1,1,2,4,1404.5,1326.0,1361.0,1669.0,1262.0,2,0,0,1,0,0,1,1,0,0,1
10862,1,1,1,4,1216.0,1414.0,1739.0,721.0,990.0,1,0,1,0,0,0,1,1,0,0,1
10863,1,2,1,2,1155.5,834.0,935.0,1771.0,1082.0,1,0,1,0,0,1,0,1,0,1,0
10864,1,1,1,4,823.5,48.0,1153.0,1280.0,813.0,1,1,1,0,0,1,0,1,0,0,1
10865,1,2,1,2,655.0,651.0,579.0,737.0,653.0,2,2,0,0,1,1,0,1,0,0,1
10866,1,2,1,3,1070.75,1131.0,1026.0,1309.0,817.0,2,0,0,1,0,0,1,1,0,0,1
10867,1,1,1,4,888.0,387.0,750.0,801.0,1614.0,0,2,0,1,0,1,0,1,0,1,0
10868,1,2,1,5,1072.5,2120.0,919.0,789.0,462.0,1,0,0,1,0,1,0,0,1,0,1
10869,1,2,2,2,1053.5,1884.0,1226.0,566.0,538.0,0,1,0,1,0,0,1,0,1,0,1
10870,1,2,1,4,908.0,117.0,1753.0,823.0,939.0,1,2,1,0,0,1,0,1,0,0,1
10871,1,1,1,3,998.5,1831.0,1286.0,866.0,11.0,1,1,0,0,1,1,0,1,0,0,1
10872,2,1,2,6,1111.75,1858.0,1182.0,997.0,410.0,0,2,0,0,1,1,0,1,0,0,1
10873,2,1,2,2,396.25,360.0,434.0,468.0,323.0,2,0,0,0,1,0,1,1,0,0,1
10874,1,2,1,3,385.0,302.0,418.0,340.0,480.0,1,2,0,0,1,0,1,1,0,1,0
10875,1,1,1,4,1329.75,521.0,1872.0,2100.0,826.0,1,1,0,1,0,1,0,1,0,0,1
10876,2,1,1,3,699.25,584.0,749.0,942.0,522.0,2,2,0,0,1,1,0,1,0,0,1
10877,1,2,1,6,1187.0,953.0,1148.0,1060.0,1587.0,2,1,0,1,0,0,1,1,0,1,0
10878,1,2,1,3,942.5,819.0,634.0,1601.0,716.0,0,2,1,0,0,0,1,1,0,0,1
10879,2,3,2,2,1434.25,1827.0,1687.0,1313.0,910.0,2,0,0,0,1,0,1,1,0,0,1
10880,1,1,1,2,1168.25,1883.0,1658.0,982.0,150.0,0,1,0,0,1,1,0,1,0,0,1
10881,2,2,1,5,370.0,365.0,306.0,320.0,489.0,2,0,0,0,1,0,1,1,0,0,1
10882,1,2,1,3,761.0,927.0,815.0,579.0,723.0,2,1,0,1,0,1,0,1,0,1,0
10883,1,3,1,1,827.75,522.0,879.0,967.0,943.0,1,1,1,0,0,1,0,1,0,0,1
10884,2,2,1,4,324.5,383.0,487.0,70.0,358.0,1,1,0,1,0,1,0,1,0,0,1
10885,2,1,1,3,1064.0,1270.0,1420.0,1174.0,392.0,1,1,0,1,0,0,1,1,0,0,1
10886,2,2,1,6,954.75,1443.0,950.0,1199.0,227.0,0,2,1,0,0,1,0,0,1,0,1
10887,2,2,2,3,1255.75,1652.0,1521.0,1386.0,464.0,0,2,0,1,0,1,0,1,0,0,1
10888,1,1,2,6,170.5,455.0,35.0,5.0,187.0,1,0,0,0,1,1,0,1,0,0,1
10889,1,3,1,3,899.0,2029.0,1032.0,428.0,107.0,0,2,0,0,1,1,0,1,0,1,0
10890,2,2,1,4,186.25,128.0,177.0,99.0,341.0,0,2,0,1,0,1,0,1,0,0,1
10891,1,3,1,2,943.25,1694.0,1132.0,779.0,168.0,2,2,0,1,0,1,0,1,0,1,0
10892,2,2,1,4,660.25,751.0,598.0,597.0,695.0,1,2,0,1,0,0,1,1,0,1,0
10893,2,2,1,3,1196.0,881.0,1232.0,1204.0,1467.0,1,1,0,0,1,0,1,1,0,0,1
10894,1,1,2,5,959.75,56.0,1277.0,1605.0,901.0,1,1,0,1,0,1,0,1,0,0,1
10895,1,2,1,4,1210.25,1020.0,1420.0,1819.0,582.0,1,0,0,1,0,1,0,1,0,0,1
10896,2,2,1,3,1065.0,1865.0,1092.0,855.0,448.0,1,0,0,0,1,0,1,1,0,0,1
10897,2,2,1,4,1224.5,402.0,1371.0,1441.0,1684.0,1,2,1,0,0,0,1,0,1,1,0
10898,2,1,1,4,868.25,296.0,961.0,1201.0,1015.0,0,2,1,0,0,1,0,1,0,1,0
10899,1,2,1,2,1101.5,1699.0,1121.0,1358.0,228.0,1,2,1,0,0,1,0,1,0,1,0
10900,1,2,1,4,1686.25,1783.0,1853.0,1524.0,1585.0,1,0,0,1,0,0,1,1,0,0,1
10901,1,2,1,3,886.75,945.0,665.0,947.0,990.0,0,1,0,1,0,1,0,1,0,0,1
10902,1,3,2,2,983.25,370.0,1600.0,1202.0,761.0,1,0,1,0,0,0,1,1,0,0,1
10903,1,1,1,4,804.75,1284.0,1390.0,483.0,62.0,1,0,1,0,0,1,0,1,0,0,1
10904,1,3,1,4,1228.5,896.0,1181.0,1729.0,1108.0,1,0,0,1,0,1,0,1,0,0,1
10905,2,2,1,2,1044.25,194.0,1207.0,1896.0,880.0,0,2,1,0,0,1,0,1,0,0,1
10906,1,2,1,5,1119.25,1966.0,1521.0,807.0,183.0,1,2,1,0,0,1,0,1,0,0,1
10907,2,2,1,5,1164.75,702.0,713.0,1799.0,1445.0,1,1,0,0,1,1,0,1,0,0,1
10908,1,1,1,2,1790.75,1929.0,1998.0,1588.0,1648.0,2,1,0,0,1,0,1,1,0,1,0
10909,1,1,1,2,1097.5,817.0,616.0,1483.0,1474.0,2,2,1,0,0,1,0,1,0,0,1
10910,1,1,2,4,1120.25,458.0,1280.0,982.0,1761.0,1,1,1,0,0,1,0,1,0,0,1
10911,1,2,1,5,1085.75,411.0,508.0,1534.0,1890.0,1,0,1,0,0,0,1,1,0,1,0
10912,1,3,1,3,1361.25,1473.0,704.0,1658.0,1610.0,1,2,0,0,1,0,1,1,0,0,1
10913,1,2,1,4,1326.0,1092.0,1496.0,1469.0,1247.0,1,0,0,1,0,1,0,1,0,1,0
10914,1,2,1,2,1258.5,1045.0,986.0,1707.0,1296.0,1,1,0,0,1,1,0,0,1,0,1
10915,1,1,1,3,860.25,1554.0,926.0,585.0,376.0,0,2,1,0,0,0,1,1,0,0,1
10916,1,3,1,2,773.75,44.0,1198.0,1296.0,557.0,0,0,1,0,0,0,1,1,0,0,1
10917,1,2,1,5,1090.25,418.0,1358.0,872.0,1713.0,1,1,1,0,0,1,0,1,0,0,1
10918,1,3,1,3,1579.25,1617.0,1522.0,1633.0,1545.0,0,1,0,1,0,1,0,1,0,1,0
10919,1,2,3,4,902.5,390.0,1455.0,908.0,857.0,2,1,0,0,1,0,1,1,0,1,0
10920,1,2,1,4,857.25,505.0,943.0,988.0,993.0,0,1,1,0,0,0,1,1,0,0,1
10921,1,1,1,6,709.75,839.0,582.0,526.0,892.0,2,1,1,0,0,1,0,0,1,1,0
10922,1,2,1,3,1273.0,1295.0,1334.0,1737.0,726.0,1,2,1,0,0,1,0,1,0,1,0
10923,1,2,1,3,785.0,519.0,879.0,877.0,865.0,0,0,1,0,0,1,0,1,0,1,0
10924,2,1,1,3,1168.25,702.0,1368.0,1001.0,1602.0,0,0,1,0,0,0,1,1,0,0,1
10925,1,3,1,5,629.75,547.0,836.0,624.0,512.0,1,0,0,1,0,1,0,1,0,1,0
10926,1,1,1,3,1027.0,1829.0,1388.0,656.0,235.0,1,2,0,1,0,0,1,1,0,0,1
10927,1,2,1,2,733.0,139.0,855.0,1248.0,690.0,2,0,1,0,0,0,1,1,0,1,0
10928,1,1,1,5,1258.5,921.0,1362.0,1922.0,829.0,1,1,0,0,1,0,1,1,0,1,0
10929,1,3,1,3,1103.0,2105.0,1227.0,818.0,262.0,1,2,1,0,0,1,0,0,1,0,1
10930,1,1,1,5,744.75,712.0,695.0,742.0,830.0,0,2,1,0,0,1,0,1,0,0,1
10931,2,1,1,4,188.0,334.0,64.0,295.0,59.0,1,0,0,0,1,1,0,1,0,0,1
10932,1,1,2,3,1000.0,322.0,541.0,1132.0,2005.0,2,0,0,1,0,1,0,0,1,0,1
10933,1,2,1,4,1110.25,268.0,1381.0,1679.0,1113.0,1,0,0,1,0,0,1,1,0,0,1
10934,2,1,1,3,248.25,284.0,340.0,96.0,273.0,1,0,0,1,0,1,0,1,0,0,1
10935,1,2,1,3,1711.0,1464.0,1810.0,2233.0,1337.0,0,0,0,1,0,0,1,1,0,0,1
10936,1,1,1,4,994.0,1731.0,1449.0,790.0,6.0,0,0,0,1,0,0,1,1,0,0,1
10937,1,2,1,4,840.75,1367.0,1133.0,532.0,331.0,2,0,0,1,0,1,0,1,0,0,1
10938,1,2,1,4,1058.0,345.0,1211.0,1758.0,918.0,1,0,0,1,0,1,0,1,0,1,0
10939,1,2,2,3,992.5,337.0,1146.0,872.0,1615.0,1,2,1,0,0,1,0,1,0,0,1
10940,1,2,1,3,998.5,366.0,859.0,1084.0,1685.0,1,1,1,0,0,0,1,0,1,0,1
10941,1,1,1,3,835.0,1539.0,1185.0,600.0,16.0,1,1,1,0,0,1,0,1,0,0,1
10942,2,2,1,2,803.25,880.0,739.0,708.0,886.0,0,1,1,0,0,0,1,1,0,0,1
10943,1,3,1,3,755.75,830.0,813.0,592.0,788.0,2,1,0,0,1,0,1,1,0,1,0
10944,1,2,1,5,1250.0,1470.0,1782.0,847.0,901.0,0,0,0,0,1,0,1,1,0,0,1
10945,1,1,1,3,308.75,324.0,63.0,399.0,449.0,2,2,0,0,1,1,0,1,0,1,0
10946,1,2,1,5,978.25,1937.0,1221.0,683.0,72.0,1,0,0,0,1,0,1,0,1,1,0
10947,2,1,1,2,1175.75,1591.0,1225.0,1211.0,676.0,2,2,0,1,0,1,0,1,0,1,0
10948,1,2,1,3,1141.25,393.0,1717.0,1792.0,663.0,1,1,0,1,0,0,1,0,1,0,1
10949,2,1,1,3,1441.75,937.0,1680.0,1870.0,1280.0,0,0,1,0,0,0,1,1,0,0,1
10950,1,2,1,3,679.25,567.0,645.0,969.0,536.0,0,2,0,1,0,0,1,1,0,1,0
10951,2,1,1,4,1018.25,1781.0,1440.0,520.0,332.0,1,2,1,0,0,1,0,1,0,0,1
10952,2,2,1,5,843.25,955.0,704.0,746.0,968.0,0,0,0,0,1,1,0,0,1,0,1
10953,1,2,1,4,939.5,30.0,1212.0,1840.0,676.0,2,0,0,0,1,1,0,1,0,0,1
10954,1,2,1,6,1078.75,1837.0,1472.0,582.0,424.0,2,1,0,1,0,1,0,1,0,0,1
10955,1,2,1,3,229.25,402.0,272.0,193.0,50.0,1,1,0,1,0,0,1,1,0,0,1
10956,1,3,1,3,1162.5,1050.0,804.0,1124.0,1672.0,1,1,1,0,0,1,0,0,1,1,0
10957,1,2,1,3,954.25,343.0,718.0,891.0,1865.0,1,0,0,1,0,1,0,1,0,1,0
10958,2,2,1,4,847.5,735.0,870.0,859.0,926.0,1,2,1,0,0,1,0,1,0,0,1
10959,1,3,2,1,1182.0,1613.0,1499.0,623.0,993.0,1,0,1,0,0,0,1,1,0,0,1
10960,1,2,1,3,1270.75,912.0,904.0,1154.0,2113.0,0,1,0,1,0,0,1,1,0,0,1
10961,1,1,1,6,220.25,229.0,428.0,192.0,32.0,1,1,0,0,1,0,1,1,0,0,1
10962,2,2,1,4,232.25,88.0,336.0,250.0,255.0,2,0,0,1,0,0,1,1,0,0,1
10963,1,1,1,6,923.75,573.0,1210.0,1214.0,698.0,1,2,0,1,0,1,0,1,0,0,1
10964,2,2,1,4,645.0,535.0,660.0,541.0,844.0,1,0,1,0,0,0,1,1,0,0,1
10965,1,1,1,3,1280.5,414.0,1652.0,1988.0,1068.0,0,1,1,0,0,1,0,1,0,1,0
10966,1,3,1,2,688.25,715.0,768.0,645.0,625.0,1,0,1,0,0,1,0,1,0,0,1
10967,2,2,1,1,1221.0,687.0,864.0,1412.0,1921.0,1,0,0,0,1,0,1,1,0,0,1
10968,1,4,1,4,908.0,356.0,1594.0,1125.0,557.0,1,0,0,0,1,0,1,1,0,0,1
10969,1,3,1,2,1166.25,1534.0,1705.0,589.0,837.0,1,2,0,1,0,1,0,0,1,0,1
10970,1,2,2,5,895.0,1545.0,1275.0,510.0,250.0,0,2,1,0,0,1,0,1,0,1,0
10971,1,2,1,5,1258.25,398.0,1410.0,1841.0,1384.0,1,1,0,1,0,1,0,1,0,1,0
10972,1,3,1,3,1014.0,83.0,1114.0,2196.0,663.0,1,0,0,1,0,1,0,1,0,1,0
10973,1,2,1,4,865.75,1229.0,1243.0,607.0,384.0,2,0,0,1,0,0,1,1,0,0,1
10974,1,1,1,3,866.75,992.0,927.0,829.0,719.0,0,1,0,0,1,0,1,1,0,0,1
10975,1,1,2,4,995.75,1702.0,1550.0,507.0,224.0,1,0,1,0,0,0,1,1,0,0,1
10976,1,2,1,2,1258.0,858.0,1312.0,1790.0,1072.0,1,2,1,0,0,0,1,1,0,0,1
10977,1,3,1,4,1087.75,1781.0,1158.0,964.0,448.0,1,0,1,0,0,1,0,1,0,0,1
10978,1,3,1,2,1027.0,1608.0,1463.0,940.0,97.0,0,2,1,0,0,0,1,1,0,0,1
10979,2,3,1,4,984.25,1931.0,1166.0,690.0,150.0,1,0,0,0,1,1,0,1,0,0,1
10980,1,1,2,2,828.25,709.0,852.0,822.0,930.0,0,2,0,1,0,1,0,1,0,0,1
10981,1,1,1,5,911.25,449.0,1104.0,1468.0,624.0,1,1,0,1,0,1,0,1,0,1,0
10982,2,1,1,3,839.0,880.0,555.0,1147.0,774.0,2,1,1,0,0,0,1,1,0,0,1
10983,1,3,1,3,926.75,106.0,754.0,1557.0,1290.0,1,2,0,0,1,1,0,0,1,1,0
10984,1,3,1,3,1302.5,905.0,1676.0,1932.0,697.0,1,1,1,0,0,0,1,1,0,0,1
10985,1,1,2,3,1660.25,1254.0,1490.0,2294.0,1603.0,2,2,0,1,0,0,1,1,0,0,1
10986,1,1,1,4,1321.5,854.0,1059.0,2092.0,1281.0,2,2,0,0,1,1,0,1,0,0,1
10987,1,3,2,3,1048.5,1916.0,1368.0,738.0,172.0,0,0,0,1,0,0,1,1,0,1,0
10988,1,2,1,2,192.5,410.0,224.0,26.0,110.0,1,1,1,0,0,0,1,1,0,0,1
